Name,Level,Jobs,Stats,Horizon Changes
Marduk's Tiara,75,WHM / BRD / SMN,"DEF: 17 MP +4% MND +3 CHR +3 Divine magic skill +7 Singing Skill +7 Summoning Magic Skill +7 Enmity -3 Set: Enhances ""Fast Cast"" effect",none
Melee Crown,75,MNK,"DEF: 23 HP +5% STR +5 Enmity -3 ""Subtle Blow"" +6",none
Melee Crown +1,75,MNK,"DEF: 24 HP +5% STR +6 ""Subtle Blow"" +6 Enmity -4",none
Mirage Keffiyeh,75,BLU,DEF: 24 HP +15 VIT +3 Blue Magic skill +5 Increases breath damage,none
Mirage Keffiyeh +1,75,BLU,DEF: 25 HP +15 VIT +4 Increases Breath Damage,none
Monster Helm +1,75,BST,"DEF: 27 HP +19 MP +19 CHR +5 Parrying Skill +3 ""Charm"" +5",
Morrigan's Coronal,75,BLM / RDM / BLU,"DEF: 15 MP +20 STR +4 INT +4 MND +4 Accuracy +5 magic accuracy +5Set:'  Enhances ""Magic Atk. Bonus"" effect",none
Nashira Turban,75,WHM / BLM / RDM / SMN / BLU,DEF: 19 Magic Accuracy +5 Enmity -5 Haste +2% Spell interruption rate down 10%,none
Pantin Taj,75,PUP,"DEF: 19 HP +12 STR +3 AGI +3 Adds ""Regen"" effect Automaton: Adds ""Regen"" effect",none
Pantin Taj +1,75,PUP,"DEF: 20 HP +12 STR +4 AGI +4 Adds ""Regen"" effect Automaton: Adds ""Regen"" effect",none
Saotome Kabuto,75,SAM,DEF: 25 HP +20 Accuracy +10 Ranged Accuracy +5 Enmity +1,none
Saotome Kabuto +1,75,SAM,DEF: 26 HP +20 Accuracy +12 Ranged Accuracy +7 Enmity +1,none
Scout's Beret +1,75,RNG,"DEF: 25 HP +15 MND +5 Enmity -4 ""Recycle""",none
Shadow Hat,75,WHM / BLM / RDM / BRD / SMN,DEF: 18 MP +35 Magic Accuracy +5 Enmity -3 Physical damage taken +3%,none
Shadow Helm,75,WAR / PLD / DRK,DEF: 35 HP +15 MP +15 DEX +4 Accuracy +2 Attack +9,none
Skadi's Visor,75,THF / BST / RNG / COR,DEF: 15 DEX +4 AGI +4 Attack +6 Ranged Attack +6 Haste +3% Set: Increases rate of critical hits,none
Sorcerer's Petasos,75,BLM,DEF: 23 MP +23 Enfeebling Magic skill +5 Elemental Magic skill +10 Enmity -2,none
Sorcerer's Petasos +1,75,BLM,DEF: 24 MP +29 Enfeebling Magic skill +5 Elemental Magic skill +10 Enmity -3,
Summoner's Horn,75,SMN,"DEF: 18 MP +25 INT +3 ""Blood Pact"" ability delay -3 Weather: Avatar perpetuation cost -3",none
Summoner's Horn +1,75,SMN,"DEF: 19 MP +30 INT +4 ""Blood Pact"" ability delay -3 Weather: Avatar perpetuation cost -3",none
Tsoo's Headgear,75,All Jobs,DEF: 10  +10  -50  +10  +10  +10  +10  +10  +10 Enchantment: Calls Tsoo Haja,none
Usukane Somen,75,MNK / SAM / NIN / PUP,DEF: 20 STR +3 AGI +3 Accuracy +7 Evasion +7 Haste +3% Set: Enhances Haste effect,none
Valhalla Helm,75,WAR / PLD / DRK,"DEF: 40 HP +30 VIT +4 Damage taken -5% ""Slow"" +5%",none
Valkyrie's Hat,75,WHM / BLM / RDM / BRD / SMN,DEF: 19 MP +40 Magic Accuracy +6 Enmity -4 Physical damage taken +4%,none
Valkyrie's Helm,75,WAR / PLD / DRK,DEF: 36 HP +17 MP +17 DEX +5 Accuracy +3 Attack +10,none
Valor Coronet +1,75,PLD,"DEF: 29 HP +18 MP +18 Healing Magic Skill +10 Enmity +4 Enhances ""Rampart"" effect",none
Walahra Turban,75,All Jobs,HP +30 MP +30 Haste +5%,none
Warrior's Mask +1,75,WAR,"DEF: 29 DEX +6 Parrying Skill +7 Enmity +1 Enhances ""Warcry"" effect",none
Wyrm Armet,75,DRG,DEF: 25 HP +16 STR +4 +10 Enhances effect of wyvern's breath,none
Wyrm Armet +1,75,DRG,DEF: 26 HP +16 STR +5 Attack +2 Enhances effect of wyvern's breath,none
Wyvern Helm,75,DRK / BST / RNG / SAM / DRG,"DEF: 30 HP +30 STR +5  +10 Physical damage: ""Blaze Spikes"" effect",none
Wyvern Helm +1,75,DRK / BST / RNG / SAM / DRG,"DEF: 31 HP +31 STR +6  +11 Physical damage: ""Blaze Spikes"" effect",none
