Name,Level,Jobs,Stats,Horizon Changes
Temple Cyclas +1,74,MNK,"DEF: 44 HP +20 STR +6 VIT +6 Accuracy +5 Enhances ""Chakra"" effect",???
Warlock's Tabard +1,74,RDM,DEF: 44 MP +34 Spell interruption rate down 12% Enfeebling Magic skill +15 MP recovered while healing +5,none
Wizard's Coat +1,74,BLM,DEF: 38 MP +36 Enfeebling Magic skill +12 Enmity -5 MP recovered while healing +5,none
Duelist's Tabard,74,RDM,"DEF: 45 MP +24 AGI +4 Healing Magic skill +10 Enhances ""Fast Cast"" effect",None
Sorcerer's Coat,74,BLM,"DEF: 41 MP +12 Elemental Magic skill +5 Enmity -2 Adds ""Refresh"" effect",none
Abyss Cuirass,74,DRK,"DEF: 49 HP +20 MND +4 Accuracy +10 ""Magic Atk. Bonus"" +10",none
Chaos Cuirass +1,74,DRK,DEF: 49 HP +20 MP +20 STR +7 VIT +7 Attack +10 Enfeebling Magic skill +5,none
Gallant Surcoat +1,74,PLD,DEF: 55 HP +20 VIT +6 Accuracy +3 Divine magic skill +8 Enmity +2,Accuracy +3
Cleric's Bliaut,74,WHM,"DEF: 42 MP +24 Enmity -2 Adds ""Refresh"" effect Enhances potency of ""Regen""",none
Saotome Domaru,74,SAM,"DEF: 50 HP +34 VIT +6 ""Store TP"" +3 Enmity +1",none
Hunter's Jerkin +1,74,RNG,"DEF: 45 HP +20 VIT +4 AGI +4 Ranged Accuracy +10 Enhances ""Camouflage"" effect",none
Summoner's Doublet,74,SMN,"DEF: 38 MP +20 ""Blood Pact"" ability delay -3 Avatar's Critical hit rate +3% Depending on day: Avatar perpetuation cost -3",none
Beast Jackcoat +1,74,BST,"DEF: 49 HP +20 VIT +6 Accuracy +3 Augments ""Reward"" ""Charm"" +6",
Bard's Justaucorps,74,BRD,"DEF: 45 HP +19 Attack +18 ""Military Parade""",none
Choral Justaucorps +1,74,BRD,DEF: 45 HP +20 VIT +10 CHR +10 String Instrument skill +6 Enmity -3,none
Commodore Frac,74,COR,"DEF: 45 STR +3 Accuracy +8 Ranged Attack +8 Enhances ""Random Deal"" effect",none
Corsair's Frac +1,74,COR,DEF: 43 HP +20 DEX +5 AGI +5 Ranged Accuracy +10 Ranged Attack +5,none
Drachen Mail +1,74,DRG,"DEF: 49 HP +15 STR +6 VIT +6 Attack +7 Wyvern: Adds ""Regen"" effect",none
Evoker's Doublet +1,74,SMN,"DEF: 35 MP +45 Avatar elemental resistance +25 ""Blood Pact"" ability delay -4 MP recovered while healing +5",none
Fighter's Lorica +1,74,WAR,DEF: 50 HP +20 VIT +7 Attack +10 Enmity +8,none
Koga Chainmail,74,NIN,DEF: 46 Accuracy +12 Attack +16 Ranged Accuracy +8 Ranged Attack +8,none
Magus Jubbah +1,74,BLU,DEF: 45 HP +17 MP +17 STR +5 DEX +5 Blue Magic Skill +15 HP recovered while healing +1 MP recovered while healing +1,none
Ninja Chainmail +1,74,NIN,"DEF: 46 HP +15 DEX +5 VIT +5 Enhances ""Dual Wield"" effect Physical damage: ""Shock Spikes"" effect",none
Mirage Jubbah,74,BLU,"DEF: 45 MP +20 Accuracy +10 Enmity -2 Adds ""Refresh"" effect",none
Myochin Domaru +1,74,SAM,DEF: 50 HP +10 STR +6 VIT +6 Accuracy +12 Occasionally increases TP gained when taking damage,none
Narasimha's Vest,74,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 46 STR +3 VIT +3 Accuracy +4 Evasion +4,none
Pantin Tobe,74,PUP,"DEF: 45 HP +15 Accuracy +10 ""Subtle Blow"" +5 Automaton: Accuracy +10",none
Rogue's Vest +1,74,THF,"DEF: 45 HP +20 STR +6 Accuracy +10 Extends duration of ""Hide""",none
Puppetry Tobe +1,74,PUP,DEF: 37 HP+17 Accuracy +5 Attack +5 Automaton: Max HP Boost Max MP Boost,none
Unicorn Harness,74,WAR,"DEF: 56 HP +48 Adds ""Regen"" effect Latent effect: VIT +6",none
Unicorn Harness +1,74,WAR,"DEF: 59 HP +52 Adds ""Regen"" effect Latent effect: VIT +7",none
Vishnu's Vest,74,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 47 STR +4 VIT +4 Accuracy +5 Evasion +5,none
Assault Breastplate,75,WAR / PLD / DRK / BST / SAM,DEF: 65 +15 +15 +15 +15 +15 +15 +15 +15,none
Reverend Mail,75,WHM,DEF: 50 MP -25 MND -5 Accuracy +10 Evasion +10,none
Abyss Cuirass +1,75,DRK,"DEF: 50 MP +27 MND +4 Accuracy +12 ""Magic Atk. Bonus"" +10",none
Scout's Jerkin,75,RNG,DEF: 45 HP +23 DEX 4 Rapid Shot +5 Enmity -3,none
Homam Corazza,75,THF / PLD / DRK / DRG / BLU,"DEF: 49 HP +28 MP +28Accuracy +15 Enhances ""Triple Attack"" effect",none
Duelist's Tabard +1,75,RDM,"DEF: 46 MP +30 AGI +4 Healing Magic skill +12 Enhances ""Fast Cast"" effect",None
Wyrm Mail +1,75,DRG,DEF: 50 HP +33 Parrying skill +15 Haste +2% Adds support job abilities to wyvern,none
Cleric's Bliaut +1,75,WHM,"DEF: 43 MP +29 Enmity -3 Adds ""Refresh effect Enchances potency of ""Regen""",none
Melee Cyclas +1,75,MNK,"DEF: 45 HP +6% VIT +6 Adds ""Regen"" effect HP recovered while healing +6",none
Warrior's Lorica +1,75,WAR,"DEF: 51 HP +30 Attack +12 Enmity +4 Enhances ""Aggressor"" effect",none
Sorcerer's Coat +1,75,BLM,"DEF: 42 HP +12 MP +12 Elemental Magic Skill +7 Enmity -2 Adds ""Refresh"" effect",none
Assassin's Vest +1,75,THF,DEF: 46 HP +22 AGI +5 Enmity +5 Increases rate of critical hits,none
Kirin's Osode,75,WAR / MNK / BST / BRD / RNG / SAM / NIN,DEF: 52 MP +30 STR +10 DEX +10 VIT +10 AGI +10 INT +10 MND +10 CHR +10 +50,none
Valor Surcoat +1,75,PLD,"DEF: 56 HP +30 DEX +3 Enmity +5 Augments ""Cover""",none
Monster Jackcoat +1,75,BST,"DEF: 50 HP +21 INT +7 Augments ""Reward"" II ""Charm"" +7",none
Ares' Cuirass,75,WAR / PLD / DRK / DRG,"DEF: 55 HP +3% MP +3% STR +12 VIT +12 Attack +24 Adds ""Refresh"" effect Set: Enhances ""Double Attack"" effect",none
Askar Korazin,75,WAR / PLD / DRK / BST / SAM / DRG,"DEF: 49 STR +5 Attack +12 Evasion +12 ""Double Attack"" +2% ""Store TP"" +5 Set: Max HP Boost",none
Bard's Justaucorps +1,75,BRD,"DEF: 46 HP +19 Attack +20 ""Military Parade""",none
Commodore Frac +1,75,COR,"DEF: 46 STR +3 Accuracy +10 Ranged Attack +10 Enhances ""Random Deal"" effect",none
Denali Jacket,75,MNK / THF / RNG / NIN / BLU / COR,"DEF: 43 HP +25 AGI +10 Attack +9 Ranged Attack +9 ""Subtle Blow"" +3 Set: Increases Accuracy",none
Goliard Saio,75,WHM / BLM / RDM / BRD / SMN / PUP,"DEF: 42 HP +42 MP +42 ""Conserve MP"" +5 Enmity -5 Haste +4% Set: ""Magic Def. Bonus""",none
Hachiryu Haramaki,75,WAR / MNK / RNG / SAM / NIN,"Accuracy +20 Attack +20 Critical hit rate +5% Enhances ""Zanshin"" effect Set: Enhances ""Store TP"" effect",none
Koga Chainmail +1,75,NIN,DEF: 47 Accuracy +12 Attack +16 Ranged Accuracy +10 Ranged Attack +10,none
Marduk's Jubbah,75,WHM / BRD / SMN,"DEF: 40 HP +3% MP +3% MND +12 CHR +12 Enhances ""Fast Cast"" effect Adds ""Refresh"" effect Set: Enhances ""Fast Cast"" effect",none
Nashira Manteel,75,WHM / BLM / RDM / SMN / BLU,DEF: 41 Healing Magic Skill +5 Dark Magic Skill +5 Magic Accuracy +5 Haste +3%,none
Mirage Jubbah +1,75,BLU,"DEF: 46 MP +20 Accuracy +12 Enmity -3 Adds ""Refresh"" effect",none
Morrigan's Robe,75,BLM / RDM / BLU,"DEF: 38 STR +8 INT +8 MND +8 Accuracy +5 Attack +5 ""Magic Atk. Bonus"" +5 Adds ""Refresh"" effect Set: Enhances ""Magic Attack Bonus"" effect",none
Pantin Tobe +1,75,PUP,"DEF: 46 HP +15 Accuracy +12 ""Subtle Blow"" +5 Automaton: Accuracy +12",none
Saotome Domaru +1,75,SAM,"DEF: 51 HP +34 VIT +7 ""Store TP"" +5 Enmity +1",none
Scout's Jerkin +1,75,RNG,DEF: 46 HP +23 DEX +5 Rapid Shot +5 Enmity -4,none
Shadow Breastplate,75,WAR / PLD / DRK,"DEF: 55 STR +10 DEX -3 VIT +10 AGI -3 INT -3 MND -3 CHR -3 Accuracy +5 Attack +25 Adds ""Regen"" effect",none
Shadow Coat,75,WHM / BLM / RDM / BRD / SMN,DEF: 38 Magic Accuracy +10 Enmity -4 Physical damage taken +6% Magic damage taken -3%,none
Skadi's Cuirie,75,THF / BST / RNG / COR,DEF: 40 DEX +8 AGI +8 CHR +8 Accuracy +10 Attack +5 Ranged Accuracy +10 Ranged Attack +5 Evasion -10 Increases rate of critical hits,none
Summoner's Doublet +1,75,SMN,"DEF: 39 MP +20 ""Blood Pact"" ability delay -4 Avatar: Critical hit rate +4% Depending on day: Avatar perpetuation cost -3",none
Valor Surcoat,75,PLD,"DEF: 55 HP +23 DEX +3 Enmity +4 Augments ""Cover""",none
Usukane Haramaki,75,MNK / SAM / NIN / PUP,"DEF: 40 STR +8 DEX +8 INT +8 Accuracy +12 Evasion +12 ""Store TP"" +6 Set: Enhances ""Haste"" effect",none
Valhalla Breastplate,75,WAR / PLD / DRK,"DEF: 60 HP +50 Damage taken -5% Enmity +4 ""Slow"" +5%",none
Valkyrie's Breastplate,75,WAR / PLD / DRK,"DEF: 56 STR +11 DEX -4 VIT +11 AGI -4 INT -4 MND -4 CHR -4 Accuracy +6 Attack +26 Adds ""Regen"" effect",none
Valkyrie's Coat,75,WHM / BLM / RDM / BRD / SMN,DEF: 39 Magic Accuracy +11 Enmity -5 Physical damage taken +7% Magic damage taken -4%,none
Warrior's Lorica,75,WAR,"DEF: 50 HP +10 Attack +10 Enmity +4 Enhances ""Aggressor"" effect",none
Sushomi's Beginners Guide to Healing,{{{level}}},All Jobs,None,
